drug_name,drug_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
Ethotoin,DB00754,Epilepsy characterized by intractable complex partial seizures,C2711653,NA,Approved,NA,NA
Tretinoin,DB00755,Acute Promyelocytic Leukemia,C0023487,NA,Approved,NA,NA
Tretinoin,DB00755,Acne Vulgaris,C0001144,NA,Approved,NA,NA
Tretinoin,DB00755,Hyperkeratosis,C0870082,NA,Approved,NA,NA
Tretinoin,DB00755,Senile lentigo,C0036651,NA,Approved,NA,NA
Tretinoin,DB00755,Chloasma,C0025218,NA,Approved,NA,NA
Dolasetron,DB00757,Chemotherapy-induced nausea and vomiting,C0401160,NA,Approved,NA,NA
Clopidogrel,DB00758,Acute ST segment elevation myocardial infarction (disorder),C1303258,NA,Approved,NA,NA
Clopidogrel,DB00758,Acute Coronary Syndrome,C0948089,NA,Approved,NA,NA
Clopidogrel,DB00758,Non-Q wave myocardial infarction,C0542269,NA,Approved,NA,NA
Clopidogrel,DB00758,Cerebral Embolism,C0007780,NA,Approved,NA,NA
Tetracycline,DB00759,Lymphogranuloma Venereum,C0024286,NA,Approved,NA,NA
Tetracycline,DB00759,Relapsing Fever,C0035021,NA,Approved,NA,NA
Tetracycline,DB00759,Acute gonococcal urethritis,C0275652,NA,Approved,NA,NA
Tetracycline,DB00759,Gonorrhea,C0018081,NA,Approved,NA,NA
Tetracycline,DB00759,Sinusitis,C0037199,NA,Approved,NA,NA
Tetracycline,DB00759,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA
Tetracycline,DB00759,Rickettsialpox,C0035597,NA,Approved,NA,NA
Tetracycline,DB00759,Pelvic Inflammatory Disease,C0242172,NA,Approved,NA,NA
Tetracycline,DB00759,Actinomycosis,C0001261,NA,Approved,NA,NA
Tetracycline,DB00759,Gonorrhea of pharynx,C0149966,NA,Approved,NA,NA
Tetracycline,DB00759,Pneumonia,C0032285,NA,Approved,NA,NA
Tetracycline,DB00759,Rocky Mountain Spotted Fever,C0035793,NA,Approved,NA,NA
Tetracycline,DB00759,Chlamydia trachomatis infection of genital structure,C1997322,NA,Approved,NA,NA
Tetracycline,DB00759,Ophthalmia Neonatorum,C0029076,NA,Approved,NA,NA
Tetracycline,DB00759,Bacterial keratitis,C0854211,NA,Approved,NA,NA
Tetracycline,DB00759,Psittacosis,C0029291,NA,Approved,NA,NA
Tetracycline,DB00759,TYPHUS,C0041471,NA,Approved,NA,NA
Tetracycline,DB00759,Acute gonococcal epididymo-orchitis,C0153193,NA,Approved,NA,NA
Tetracycline,DB00759,Brucellosis,C0006309,NA,Approved,NA,NA
Tetracycline,DB00759,Trachoma,C0040592,NA,Approved,NA,NA
Tetracycline,DB00759,Bacterial conjunctivitis,C0009768,NA,Approved,NA,NA
Tetracycline,DB00759,Urinary tract infection,C0042029,NA,Approved,NA,NA
Tetracycline,DB00759,Syphilis,C0039128,NA,Approved,NA,NA
Tetracycline,DB00759,Infective otitis media,C0729586,NA,Approved,NA,NA
Tetracycline,DB00759,Pharyngitis,C0031350,NA,Approved,NA,NA
Tetracycline,DB00759,Q Fever,C0034362,NA,Approved,NA,NA
Tetracycline,DB00759,Acute gonococcal endometritis,C0153196,NA,Approved,NA,NA
Tetracycline,DB00759,Granuloma Inguinale,C0018190,NA,Approved,NA,NA
Tetracycline,DB00759,Gonorrhea of rectum,C0275665,NA,Approved,NA,NA
Tetracycline,DB00759,Bronchitis,C0006277,NA,Approved,NA,NA
Tetracycline,DB00759,Yaws,C0043388,NA,Approved,NA,NA
Tetracycline,DB00759,Gingivostomatitis,C0149704,NA,Approved,NA,NA
Tetracycline,DB00759,Acne Vulgaris,C0001144,NA,Approved,NA,NA
Tetracycline,DB00759,Acute gonococcal cervicitis,C0153195,NA,Approved,NA,NA
Meropenem,DB00760,Infection due to Pseudomonas aeruginosa,C0276075,NA,Approved,NA,NA
Meropenem,DB00760,Complicated appendicitis,C1632842,NA,Approved,NA,NA
Meropenem,DB00760,Meningococcal meningitis,C0025294,NA,Approved,NA,NA
Meropenem,DB00760,Peritonitis,C0031154,NA,Approved,NA,NA
Meropenem,DB00760,"Meningitis, Bacterial",C0085437,NA,Approved,NA,NA
Meropenem,DB00760,"Meningitis, Pneumococcal",C0025295,NA,Approved,NA,NA
Meropenem,DB00760,Streptococcal meningitis,C0154639,NA,Approved,NA,NA
Meropenem,DB00760,Intraabdominal Infections,C1112209,NA,Approved,NA,NA
Meropenem,DB00760,Abdominal Abscess,C0243001,NA,Approved,NA,NA
Potassium Chloride,DB00761,Constipation,C0009806,NA,Approved,NA,NA
Potassium Chloride,DB00761,Incomplete passage of stool,C0426639,NA,Approved,NA,NA
Potassium Chloride,DB00761,Hypokalemia,C0020621,NA,Approved,NA,NA
Irinotecan,DB00762,Metastasis from malignant tumor of colon,C1282500,NA,Approved,NA,NA
Irinotecan,DB00762,Secondary malignant neoplasm of pancreas,C0346976,NA,Approved,NA,NA
Methimazole,DB00763,Hyperthyroidism,C0020550,NA,Approved,NA,NA
Mometasone,DB00764,Pruritus of genital organs,C0033777,NA,Approved,NA,NA
Mometasone,DB00764,"Lymphoma, T-Cell, Cutaneous",C0079773,NA,Approved,NA,NA
Mometasone,DB00764,Lichen Simplex Chronicus,C0149922,NA,Approved,NA,NA
Mometasone,DB00764,Seborrheic dermatitis,C0036508,NA,Approved,NA,NA
Mometasone,DB00764,Asthma,C0004096,NA,Approved,NA,NA
Mometasone,DB00764,Scalp psoriasis,C0406326,NA,Approved,NA,NA
Mometasone,DB00764,Chronic small plaque psoriasis,C0406317,NA,Approved,NA,NA
Mometasone,DB00764,Pruritus Ani,C0033775,NA,Approved,NA,NA
Mometasone,DB00764,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Mometasone,DB00764,Exanthema,C0015230,NA,Approved,NA,NA
Mometasone,DB00764,Contact Dermatitis,C0011616,NA,Approved,NA,NA
Mometasone,DB00764,Allergic asthma,C0155877,NA,Approved,NA,NA
Mometasone,DB00764,Granuloma Annulare,C0085074,NA,Approved,NA,NA
Mometasone,DB00764,Intrinsic asthma,C0155880,NA,Approved,NA,NA
Mometasone,DB00764,"Lupus Erythematosus, Discoid",C0024138,NA,Approved,NA,NA
Metyrosine,DB00765,Pheochromocytoma,C0031511,NA,Approved,NA,NA
Clavulanate,DB00766,Escherichia coli urinary tract infection,C0577708,NA,Approved,NA,NA
Clavulanate,DB00766,Pneumonia due to Klebsiella pneumoniae,C0519030,NA,Approved,NA,NA
Clavulanate,DB00766,Klebsiella cystitis,C0520775,NA,Approved,NA,NA
Clavulanate,DB00766,Bacterial sepsis,C0684256,NA,Approved,NA,NA
Clavulanate,DB00766,Bacterial infection due to Klebsiella pneumoniae,C0343402,NA,Approved,NA,NA
Clavulanate,DB00766,Rhinoscleroma,C0035468,NA,Approved,NA,NA
Clavulanate,DB00766,Streptococcal pneumonia,C0155862,NA,Approved,NA,NA
Clavulanate,DB00766,Sepsis due to Staphylococcus aureus,C2887088,NA,Approved,NA,NA
Clavulanate,DB00766,Haemophilus parainfluenzae pneumonia,C0877633,NA,Approved,NA,NA
Clavulanate,DB00766,Osteomyelitis due to Staphylococcus aureus,C1997728,NA,Approved,NA,NA
Clavulanate,DB00766,Bacterial urinary infection,C0729524,NA,Approved,NA,NA
Clavulanate,DB00766,Acute bacterial sinusitis,C0275556,NA,Approved,NA,NA
Clavulanate,DB00766,Pneumonia due to Staphylococcus aureus,C2349530,NA,Approved,NA,NA
Clavulanate,DB00766,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA
Clavulanate,DB00766,Infective otitis media,C0729586,NA,Approved,NA,NA
Clavulanate,DB00766,Moraxella catarrhalis pneumonia,C0857831,NA,Approved,NA,NA
Clavulanate,DB00766,Sepsis due to Pseudomonas,C2887096,NA,Approved,NA,NA
Clavulanate,DB00766,Escherichia coli septicemia,C0276088,NA,Approved,NA,NA
Clavulanate,DB00766,Escherichia coli Infections,C0014836,NA,Approved,NA,NA
Clavulanate,DB00766,Haemophilus influenzae pneumonia,C0276026,NA,Approved,NA,NA
Clavulanate,DB00766,Staphylococcus aureus infection,C1318973,NA,Approved,NA,NA
Clavulanate,DB00766,URINARY TRACT INFECTION CITROBACTER,C0749955,NA,Approved,NA,NA
Clavulanate,DB00766,Urinary tract infection,C0042029,NA,Approved,NA,NA
Clavulanate,DB00766,"Pneumonia, Bacterial",C0004626,NA,Approved,NA,NA
Clavulanate,DB00766,Staphylococcal Pneumonia,C0032308,NA,Approved,NA,NA
Olopatadine,DB00768,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Olopatadine,DB00768,Hay fever,C0018621,NA,Approved,NA,NA
Olopatadine,DB00768,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Alprostadil,DB00770,Congenital atresia of pulmonary valve,C0242855,NA,Approved,NA,NA
Alprostadil,DB00770,Tricuspid Atresia,C0243002,NA,Approved,NA,NA
Alprostadil,DB00770,Aortic coarctation,C0003492,NA,Approved,NA,NA
Alprostadil,DB00770,Tetralogy of Fallot,C0039685,NA,Approved,NA,NA
Alprostadil,DB00770,Erectile dysfunction,C0242350,NA,Approved,NA,NA
Clidinium,DB00771,Irritable Bowel Syndrome,C0022104,NA,Approved,NA,NA
Clidinium,DB00771,Enterocolitis,C0014356,NA,Approved,NA,NA
Malathion,DB00772,Pediculus capitis infestation,C0030757,NA,Approved,NA,NA
Etoposide,DB00773,Small cell carcinoma of lung,C0149925,NA,Approved,NA,NA
Hydroflumethiazide,DB00774,Hypertensive disease,C0020538,NA,Approved,NA,NA
Hydroflumethiazide,DB00774,Edema,C0013604,NA,Approved,NA,NA
Tirofiban,DB00775,Non-Q wave myocardial infarction,C0542269,NA,Approved,NA,NA
Tirofiban,DB00775,Acute Coronary Syndrome,C0948089,NA,Approved,NA,NA
Oxcarbazepine,DB00776,Epilepsy characterized by intractable complex partial seizures,C2711653,NA,Approved,NA,NA
Oxcarbazepine,DB00776,"Epilepsies, Partial",C0014547,NA,Approved,NA,NA
Oxcarbazepine,DB00776,Simple Partial Seizures,C0234974,NA,Approved,NA,NA
Phenelzine,DB00780,Depressive disorder,C0011581,NA,Approved,NA,NA
Polymyxin B Sulfate,DB00781,Infective blepharitis,C0729587,NA,Approved,NA,NA
Polymyxin B Sulfate,DB00781,Blepharoconjunctivitis,C0005743,NA,Approved,NA,NA
Polymyxin B Sulfate,DB00781,Uveitis,C0042164,NA,Approved,NA,NA
Polymyxin B Sulfate,DB00781,Corneal abrasion,C0010032,NA,Approved,NA,NA
Polymyxin B Sulfate,DB00781,Urinary tract infection,C0042029,NA,Approved,NA,NA
Polymyxin B Sulfate,DB00781,Bacterial conjunctivitis,C0009768,NA,Approved,NA,NA
Polymyxin B Sulfate,DB00781,Otitis Externa,C0029878,NA,Approved,NA,NA
Polymyxin B Sulfate,DB00781,Keratitis,C0022568,NA,Approved,NA,NA
Polymyxin B Sulfate,DB00781,Bacterial keratitis,C0854211,NA,Approved,NA,NA
Polymyxin B Sulfate,DB00781,Bacterial sepsis,C0684256,NA,Approved,NA,NA
Propantheline,DB00782,Peptic Ulcer,C0030920,NA,Approved,NA,NA
Estradiol,DB00783,Carcinoma breast stage IV,C0278488,NA,Approved,NA,NA
Estradiol,DB00783,Atrophic Vaginitis,C0221392,NA,Approved,NA,NA
Estradiol,DB00783,Urethral atrophy,C0520577,NA,Approved,NA,NA
Estradiol,DB00783,Premenstrual Dysphoric Disorder,C0520676,NA,Approved,NA,NA
Estradiol,DB00783,Acne Vulgaris,C0001144,NA,Approved,NA,NA
Estradiol,DB00783,Atrophy of vulva,C0156393,NA,Approved,NA,NA
Estradiol,DB00783,Female hypogonadism syndrome,C0271578,NA,Approved,NA,NA
Estradiol,DB00783,Hot flushes,C0600142,NA,Approved,NA,NA
Estradiol,DB00783,Metastatic Prostate Carcinoma,C0936223,NA,Approved,NA,NA
Mefenamic acid,DB00784,Dysmenorrhea,C0013390,NA,Approved,NA,NA
Mefenamic acid,DB00784,Pain,C0030193,NA,Approved,NA,NA
Aciclovir,DB00787,Chickenpox,C0008049,NA,Approved,NA,NA
Aciclovir,DB00787,Herpes simplex infection of skin,C0349719,NA,Approved,NA,NA
Aciclovir,DB00787,Recurrent genital herpes simplex,C1274323,NA,Approved,NA,NA
Aciclovir,DB00787,Herpes Labialis,C0019345,NA,Approved,NA,NA
Aciclovir,DB00787,Herpes zoster disease,C0019360,NA,Approved,NA,NA
Aciclovir,DB00787,Herpes encephalitis,C0276226,NA,Approved,NA,NA
Aciclovir,DB00787,Herpes Simplex Infections,C0019348,NA,Approved,NA,NA
Aciclovir,DB00787,Genital Herpes,C0019342,NA,Approved,NA,NA
Aciclovir,DB00787,Recurrent herpes simplex labialis,C1274321,NA,Approved,NA,NA
Naproxen,DB00788,Arthralgia,C0003862,NA,Approved,NA,NA
Naproxen,DB00788,Rheumatoid Arthritis,C0003873,NA,Approved,NA,NA
Naproxen,DB00788,Sinus headache,C0037195,NA,Approved,NA,NA
Naproxen,DB00788,Dysmenorrhea,C0013390,NA,Approved,NA,NA
Naproxen,DB00788,Rhinorrhea,C1260880,NA,Approved,NA,NA
Naproxen,DB00788,Headache Disorders,C0393735,NA,Approved,NA,NA
Naproxen,DB00788,Migraine Disorders,C0149931,NA,Approved,NA,NA
Naproxen,DB00788,Degenerative polyarthritis,C0029408,NA,Approved,NA,NA
Naproxen,DB00788,Fever,C0015967,NA,Approved,NA,NA
Naproxen,DB00788,Bursitis,C0006444,NA,Approved,NA,NA
Naproxen,DB00788,Myalgia,C0231528,NA,Approved,NA,NA
Naproxen,DB00788,Pain,C0030193,NA,Approved,NA,NA
Naproxen,DB00788,Gout,C0018099,NA,Approved,NA,NA
Naproxen,DB00788,Tendinitis,C0039503,NA,Approved,NA,NA
Naproxen,DB00788,Ankylosing spondylitis,C0038013,NA,Approved,NA,NA
Naproxen,DB00788,Toothache,C0040460,NA,Approved,NA,NA
Perindopril,DB00790,Hypertensive disease,C0020538,NA,Approved,NA,NA
Uracil mustard,DB00791,"Lymphoma, Non-Hodgkin",C0024305,NA,Approved,NA,NA
Uracil mustard,DB00791,Polycythemia Vera,C0032463,NA,Approved,NA,NA
Uracil mustard,DB00791,"Myeloid Leukemia, Chronic",C0023473,NA,Approved,NA,NA
Uracil mustard,DB00791,Chronic Lymphocytic Leukemia,C0023434,NA,Approved,NA,NA
Tripelennamine,DB00792,Pruritus,C0033774,NA,Approved,NA,NA
Tripelennamine,DB00792,Symptomatic dermographism,C0343065,NA,Approved,NA,NA
Tripelennamine,DB00792,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Tripelennamine,DB00792,Rhinorrhea,C1260880,NA,Approved,NA,NA
Tripelennamine,DB00792,Urticaria,C0042109,NA,Approved,NA,NA
Tripelennamine,DB00792,"Rhinitis, Vasomotor",C0035460,NA,Approved,NA,NA
Tripelennamine,DB00792,Nasal congestion (finding),C0027424,NA,Approved,NA,NA
Tripelennamine,DB00792,Sneezing,C0037383,NA,Approved,NA,NA
Tripelennamine,DB00792,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Haloprogin,DB00793,Tinea cruris,C1384589,NA,Approved,NA,NA
Haloprogin,DB00793,Tinea corporis (disorder),C0040252,NA,Approved,NA,NA
Haloprogin,DB00793,Tinea Pedis,C0040259,NA,Approved,NA,NA
Primidone,DB00794,Simple Partial Seizures,C0234974,NA,Approved,NA,NA
Primidone,DB00794,Epilepsy characterized by intractable complex partial seizures,C2711653,NA,Approved,NA,NA
Primidone,DB00794,Bipolar disorder in remission,C0270425,NA,Approved,NA,NA
Primidone,DB00794,Epilepsy,C0014544,NA,Approved,NA,NA
Primidone,DB00794,Tonic - clonic seizures,C0494475,NA,Approved,NA,NA
Primidone,DB00794,Tonic-Clonic Epilepsy,C0014549,NA,Approved,NA,NA
Primidone,DB00794,Lennox-Gastaut syndrome,C0238111,NA,Approved,NA,NA
Primidone,DB00794,"Epilepsies, Partial",C0014547,NA,Approved,NA,NA
Sulfasalazine,DB00795,Rheumatoid Arthritis,C0003873,NA,Approved,NA,NA
Sulfasalazine,DB00795,Ulcerative Colitis,C0009324,NA,Approved,NA,NA
Candesartan,DB00796,Hypertensive disease,C0020538,NA,Approved,NA,NA
Candesartan,DB00796,Chronic heart failure,C0264716,NA,Approved,NA,NA
Tolazoline,DB00797,Cerebrovascular Disorders,C0007820,NA,Approved,NA,NA
Tolazoline,DB00797,Persistent Fetal Circulation Syndrome,C0031190,NA,Approved,NA,NA
Tolazoline,DB00797,Vascular Diseases,C0042373,NA,Approved,NA,NA
Gentamicin,DB00798,Pneumonia due to Escherichia coli,C0276089,NA,Approved,NA,NA
Gentamicin,DB00798,Sepsis due to Gram negative bacteria,C3163829,NA,Approved,NA,NA
Gentamicin,DB00798,Pseudomonas aeruginosa meningitis,C3665869,NA,Approved,NA,NA
Gentamicin,DB00798,"Meningitis, Bacterial",C0085437,NA,Approved,NA,NA
Gentamicin,DB00798,Serratia sepsis,C0152973,NA,Approved,NA,NA
Gentamicin,DB00798,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA
Gentamicin,DB00798,Serratia Infections,C0085394,NA,Approved,NA,NA
Gentamicin,DB00798,Pneumonia due to Pseudomonas,C0155860,NA,Approved,NA,NA
Gentamicin,DB00798,Infection of bone,C2242472,NA,Approved,NA,NA
Gentamicin,DB00798,Enterobacter pneumonia,C1096258,NA,Approved,NA,NA
Gentamicin,DB00798,Bacterial sepsis,C0684256,NA,Approved,NA,NA
Gentamicin,DB00798,Bacterial conjunctivitis,C0009768,NA,Approved,NA,NA
Gentamicin,DB00798,Cholangitis,C0008311,NA,Approved,NA,NA
Gentamicin,DB00798,Bacterial keratitis,C0854211,NA,Approved,NA,NA
Gentamicin,DB00798,Rhinoscleroma,C0035468,NA,Approved,NA,NA
Gentamicin,DB00798,"Pneumonia, Bacterial",C0004626,NA,Approved,NA,NA
Gentamicin,DB00798,Escherichia coli septicemia,C0276088,NA,Approved,NA,NA
Gentamicin,DB00798,Dacryocystitis,C0010930,NA,Approved,NA,NA
Gentamicin,DB00798,Folliculitis,C0016436,NA,Approved,NA,NA
Gentamicin,DB00798,Blepharoconjunctivitis,C0005743,NA,Approved,NA,NA
Gentamicin,DB00798,Meibomianitis,C0549398,NA,Approved,NA,NA
Gentamicin,DB00798,Sepsis due to Pseudomonas,C2887096,NA,Approved,NA,NA
Gentamicin,DB00798,Peritonitis,C0031154,NA,Approved,NA,NA
Gentamicin,DB00798,Neonatal meningitis,C0456107,NA,Approved,NA,NA
Gentamicin,DB00798,Citrobacter sepsis,C1096254,NA,Approved,NA,NA
Gentamicin,DB00798,Escherichia coli Infections,C0014836,NA,Approved,NA,NA
Gentamicin,DB00798,Enterobacteriaceae Infections,C0014347,NA,Approved,NA,NA
Gentamicin,DB00798,Infection due to Pseudomonas aeruginosa,C0276075,NA,Approved,NA,NA
Gentamicin,DB00798,Neonatal pneumonia,C0339968,NA,Approved,NA,NA
Gentamicin,DB00798,Arthropathy associated with infection,C0157749,NA,Approved,NA,NA
Gentamicin,DB00798,Intraabdominal Infections,C1112209,NA,Approved,NA,NA
Gentamicin,DB00798,Paronychia Inflammation,C0030578,NA,Approved,NA,NA
Gentamicin,DB00798,Sepsis of the newborn,C0456103,NA,Approved,NA,NA
Gentamicin,DB00798,Proteus septicemia,C0577690,NA,Approved,NA,NA
Gentamicin,DB00798,Infective blepharitis,C0729587,NA,Approved,NA,NA
Gentamicin,DB00798,Bacterial infection due to Klebsiella pneumoniae,C0343402,NA,Approved,NA,NA
Gentamicin,DB00798,Proteus pneumonia,C1260917,NA,Approved,NA,NA
Gentamicin,DB00798,Klebsiella sepsis,C0745528,NA,Approved,NA,NA
Gentamicin,DB00798,Furunculosis,C0016867,NA,Approved,NA,NA
Tazarotene,DB00799,Acne Vulgaris,C0001144,NA,Approved,NA,NA
Tazarotene,DB00799,Psoriasis,C0033860,NA,Approved,NA,NA
Tazarotene,DB00799,Facial hyperpigmentation,C2677857,NA,Approved,NA,NA
Fenoldopam,DB00800,Hypertensive urgency,C0745138,NA,Approved,NA,NA
Fenoldopam,DB00800,Malignant essential hypertension,C0024588,NA,Approved,NA,NA
Halazepam,DB00801,Anxiety,C0003467,NA,Approved,NA,NA
Colistin,DB00803,Pseudomonas aeruginosa infection,C0854135,NA,Approved,NA,NA
Colistin,DB00803,Infection caused by Enterobacter,C0948205,NA,Approved,NA,NA
Colistin,DB00803,Klebsiella Infections,C0022729,NA,Approved,NA,NA
Colistin,DB00803,Otitis Externa,C0029878,NA,Approved,NA,NA
Dicyclomine,DB00804,Irritable Bowel Syndrome,C0022104,NA,Approved,NA,NA
Pentoxifylline,DB00806,Peripheral Vascular Diseases,C0085096,NA,Approved,NA,NA
Indapamide,DB00808,Hypertensive disease,C0020538,NA,Approved,NA,NA
Indapamide,DB00808,Edema,C0013604,NA,Approved,NA,NA
Tropicamide,DB00809,Mydriasis,C0026961,NA,Approved,NA,NA
Tropicamide,DB00809,Cycloplegia,C0235238,NA,Approved,NA,NA
Biperiden,DB00810,Extrapyramidal Disorders,C0015371,NA,Approved,NA,NA
Biperiden,DB00810,Parkinsonian Disorders,C0242422,NA,Approved,NA,NA
Biperiden,DB00810,Parkinson Disease,C0030567,NA,Approved,NA,NA
Biperiden,DB00810,"Parkinson Disease, Postencephalitic",C0030568,NA,Approved,NA,NA
Ribavirin,DB00811,"Hepatitis C, Chronic",C0524910,NA,Approved,NA,NA
Ribavirin,DB00811,Respiratory Syncytial Virus Infections,C0035235,NA,Approved,NA,NA
Fentanyl,DB00813,Acute postoperative pain,C2215257,NA,Approved,NA,NA
Fentanyl,DB00813,Pain,C0030193,NA,Approved,NA,NA
Meloxicam,DB00814,Rheumatoid Arthritis,C0003873,NA,Approved,NA,NA
Meloxicam,DB00814,Degenerative polyarthritis,C0029408,NA,Approved,NA,NA
Orciprenaline,DB00816,Bronchitis,C0006277,NA,Approved,NA,NA
Orciprenaline,DB00816,Pulmonary Emphysema,C0034067,NA,Approved,NA,NA
Orciprenaline,DB00816,Asthma attack,C0347950,NA,Approved,NA,NA
Orciprenaline,DB00816,Asthma,C0004096,NA,Approved,NA,NA
Acetazolamide,DB00819,Malignant glaucoma,C0271152,NA,Approved,NA,NA
Acetazolamide,DB00819,Absence Epilepsy,C0014553,NA,Approved,NA,NA
Acetazolamide,DB00819,"Glaucoma, Open-Angle",C0017612,NA,Approved,NA,NA
Acetazolamide,DB00819,Peripheral edema,C0085649,NA,Approved,NA,NA
Acetazolamide,DB00819,Secondary glaucoma,C0149893,NA,Approved,NA,NA
Acetazolamide,DB00819,Edema,C0013604,NA,Approved,NA,NA
Acetazolamide,DB00819,Angle Closure Glaucoma,C0017605,NA,Approved,NA,NA
Acetazolamide,DB00819,Altitude Sickness,C0002351,NA,Approved,NA,NA
Tadalafil,DB00820,Pulmonary Hypertension,C0020542,NA,Approved,NA,NA
Tadalafil,DB00820,Erectile dysfunction,C0242350,NA,Approved,NA,NA
Tadalafil,DB00820,Prostatic Hypertrophy,C1739363,NA,Approved,NA,NA
Disulfiram,DB00822,"Alcoholic Intoxication, Chronic",C0001973,NA,Approved,NA,NA
Menthol,DB00825,Tinea Versicolor,C0040262,NA,Approved,NA,NA
Menthol,DB00825,Skin irritation,C0152030,NA,Approved,NA,NA
Menthol,DB00825,Pruritus,C0033774,NA,Approved,NA,NA
Menthol,DB00825,Scurfiness of scalp,C0423775,NA,Approved,NA,NA
Menthol,DB00825,Sprains and Strains,C0038048,NA,Approved,NA,NA
Menthol,DB00825,Arthritic pains,C0857177,NA,Approved,NA,NA
Menthol,DB00825,Mouth irritation,C0235339,NA,Approved,NA,NA
Menthol,DB00825,Diaper Rash,C0011974,NA,Approved,NA,NA
Menthol,DB00825,Back Pain,C0004604,NA,Approved,NA,NA
Menthol,DB00825,Seborrheic dermatitis,C0036508,NA,Approved,NA,NA
Natamycin,DB00826,Fungal conjunctivitis,C0339170,NA,Approved,NA,NA
Natamycin,DB00826,Fungal keratitis,C1262117,NA,Approved,NA,NA
Cinoxacin,DB00827,Urinary tract infection,C0042029,NA,Approved,NA,NA
Fosfomycin,DB00828,Escherichia coli urinary tract infection,C0577708,NA,Approved,NA,NA
Fosfomycin,DB00828,Urinary tract infection,C0042029,NA,Approved,NA,NA
Fosfomycin,DB00828,URINARY TRACT INFECTION ENTEROCOCCUS,C0749958,NA,Approved,NA,NA
Diazepam,DB00829,Alcohol Withdrawal Delirium,C0001957,NA,Approved,NA,NA
Diazepam,DB00829,Status Epilepticus,C0038220,NA,Approved,NA,NA
Diazepam,DB00829,Anxiety,C0003467,NA,Approved,NA,NA
Diazepam,DB00829,Alcohol withdrawal syndrome,C0236663,NA,Approved,NA,NA
Diazepam,DB00829,Muscle Spasticity,C0026838,NA,Approved,NA,NA
Diazepam,DB00829,Tetanus,C0039614,NA,Approved,NA,NA
Phenmetrazine,DB00830,Obesity,C0028754,NA,Approved,NA,NA
Trifluoperazine,DB00831,Schizophrenia,C0036341,NA,Approved,NA,NA
Trifluoperazine,DB00831,Anxiety,C0003467,NA,Approved,NA,NA
Phensuximide,DB00832,Epilepsy,C0014544,NA,Approved,NA,NA
Phensuximide,DB00832,Absence Epilepsy,C0014553,NA,Approved,NA,NA
Cefaclor,DB00833,Acute Moraxella catarrhalis bronchitis,C0339932,NA,Approved,NA,NA
Cefaclor,DB00833,Tonsillitis,C0040425,NA,Approved,NA,NA
Cefaclor,DB00833,Streptococcal tonsillitis,C0275804,NA,Approved,NA,NA
Cefaclor,DB00833,Upper Respiratory Infections,C0041912,NA,Approved,NA,NA
Cefaclor,DB00833,Haemophilus influenzae pneumonia,C0276026,NA,Approved,NA,NA
Cefaclor,DB00833,Pneumonia,C0032285,NA,Approved,NA,NA
Cefaclor,DB00833,Lower respiratory tract infection,C0149725,NA,Approved,NA,NA
Cefaclor,DB00833,Urinary tract infection,C0042029,NA,Approved,NA,NA
Cefaclor,DB00833,Pharyngitis,C0031350,NA,Approved,NA,NA
Cefaclor,DB00833,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA
Cefaclor,DB00833,Staphylococcus aureus infection,C1318973,NA,Approved,NA,NA
Cefaclor,DB00833,Infective otitis media,C0729586,NA,Approved,NA,NA
Mifepristone,DB00834,Unspecified Abortion,C0156543,NA,Approved,NA,NA
Brompheniramine,DB00835,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Brompheniramine,DB00835,Influenza-like symptoms,C0392171,NA,Approved,NA,NA
Brompheniramine,DB00835,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Brompheniramine,DB00835,Hay fever,C0018621,NA,Approved,NA,NA
Brompheniramine,DB00835,Urticaria,C0042109,NA,Approved,NA,NA
Brompheniramine,DB00835,Pruritus,C0033774,NA,Approved,NA,NA
Brompheniramine,DB00835,Symptomatic dermographism,C0343065,NA,Approved,NA,NA
Brompheniramine,DB00835,Rhinorrhea,C1260880,NA,Approved,NA,NA
Brompheniramine,DB00835,"Rhinitis, Vasomotor",C0035460,NA,Approved,NA,NA
Loperamide,DB00836,Traveler's diarrhea,C0277528,NA,Approved,NA,NA
Loperamide,DB00836,Diarrhea,C0011991,NA,Approved,NA,NA
Clocortolone,DB00838,Scalp psoriasis,C0406326,NA,Approved,NA,NA
Clocortolone,DB00838,Seborrheic dermatitis,C0036508,NA,Approved,NA,NA
Clocortolone,DB00838,Pruritus Ani,C0033775,NA,Approved,NA,NA
Clocortolone,DB00838,Lichen Simplex Chronicus,C0149922,NA,Approved,NA,NA
Clocortolone,DB00838,Contact Dermatitis,C0011616,NA,Approved,NA,NA
Clocortolone,DB00838,Chronic small plaque psoriasis,C0406317,NA,Approved,NA,NA
