"diseaseNID"	"diseaseId"	"diseaseName"	"type"
"11954"	"C0751919"	"Acquired Neuromyotonia"	"disease"
"11955"	"C0751922"	"Median Neuropathy"	"disease"
"11956"	"C0751924"	"Neuralgia-Neuritis, Sciatic Nerve"	"disease"
"11957"	"C0751925"	"Sciatic Nerve Palsy"	"disease"
"11958"	"C0751950"	"Neuromuscular Junction Diseases"	"group"
"11959"	"C0751951"	"Central Core Myopathy (disorder)"	"disease"
"11960"	"C0751952"	"Anterior Circulation Brain Infarction"	"phenotype"
"11961"	"C0751953"	"Brain Infarction, Posterior Circulation"	"phenotype"
"11962"	"C0751954"	"Venous Infarction, Brain"	"phenotype"
"11963"	"C0751955"	"Brain Infarction"	"disease"
"11964"	"C0751956"	"Acute Cerebrovascular Accidents"	"disease"
"11965"	"C0751958"	"Lymphoma, Lymphocytic, Intermediate"	"disease"
"11966"	"C0751964"	"Multiple Sclerosis, Primary Progressive"	"disease"
"11967"	"C0751965"	"Multiple Sclerosis, Secondary Progressive"	"disease"
"11968"	"C0751967"	"Multiple Sclerosis, Relapsing-Remitting"	"disease"
"11969"	"C0752048"	"Hypocatalasemia"	"disease"
"11970"	"C0752097"	"Autosomal Dominant Juvenile Parkinson Disease"	"disease"
"11971"	"C0752098"	"Autosomal Dominant Parkinsonism"	"disease"
"11972"	"C0752100"	"Autosomal Recessive Parkinsonism"	"disease"
"11973"	"C0752101"	"Parkinsonism, Experimental"	"disease"
"11974"	"C0752104"	"Familial Juvenile Parkinsonism"	"disease"
"11975"	"C0752105"	"Parkinsonism, Juvenile"	"disease"
"11976"	"C0752107"	"Brain Diseases, Metabolic, Inherited"	"group"
"11977"	"C0752109"	"Brain Diseases, Metabolic, Inborn"	"group"
"11978"	"C0752110"	"Central Nervous System Inborn Metabolic Diseases"	"group"
"11979"	"C0752120"	"Spinocerebellar Ataxia Type 1"	"disease"
"11980"	"C0752121"	"Spinocerebellar Ataxia Type 2"	"disease"
"11981"	"C0752122"	"Spinocerebellar Ataxia Type 4"	"disease"
"11982"	"C0752123"	"Spinocerebellar Ataxia Type 5"	"disease"
"11983"	"C0752124"	"Spinocerebellar Ataxia Type 6 (disorder)"	"disease"
"11984"	"C0752125"	"Spinocerebellar Ataxia Type 7"	"disease"
"11985"	"C0752127"	"Spinal Cord Vascular Diseases"	"group"
"11986"	"C0752130"	"Spinal Cord Ischemia"	"disease"
"11987"	"C0752138"	"Intracranial Arterial Diseases"	"group"
"11988"	"C0752143"	"Intracranial Thrombosis"	"disease"
"11989"	"C0752144"	"Brain Thrombosis"	"disease"
"11990"	"C0752147"	"Chronic Daily Headache"	"disease"
"11991"	"C0752149"	"Headache, Intractable"	"disease"
"11992"	"C0752155"	"Central Nervous System Vascular Malformations"	"group"
"11993"	"C0752156"	"Dural Arteriovenous Fistula"	"disease"
"11994"	"C0752160"	"Hemangioma, Cavernous, Central Nervous System"	"disease"
"11995"	"C0752161"	"Cavernous Hemangioma, Extracerebral"	"disease"
"11996"	"C0752164"	"Cavernous Hemangioma, Intracerebral"	"disease"
"11997"	"C0752166"	"Bardet-Biedl Syndrome"	"disease"
"11998"	"C0752196"	"Ballismus"	"disease"
"11999"	"C0752197"	"Adult-Onset Dystonias"	"disease"
"12000"	"C0752198"	"Adult-Onset Idiopathic Focal Dystonias"	"disease"
"12001"	"C0752199"	"Adult-Onset Idiopathic Torsion Dystonias"	"disease"
"12002"	"C0752200"	"Autosomal Dominant Familial Dystonia"	"disease"
"12003"	"C0752201"	"Autosomal Recessive Familial Dystonia"	"disease"
"12004"	"C0752202"	"Childhood Onset Dystonias"	"disease"
"12005"	"C0752203"	"Dystonia, Primary"	"disease"
"12006"	"C0752205"	"Dystonia, Secondary"	"disease"
"12007"	"C0752206"	"Dystonias, Sporadic"	"disease"
"12008"	"C0752207"	"Familial Dystonia"	"disease"
"12009"	"C0752208"	"Pseudodystonia"	"disease"
"12010"	"C0752210"	"Dyskinesias, Paroxysmal"	"disease"
"12011"	"C0752235"	"Lyme Neuroborreliosis"	"disease"
"12012"	"C0752244"	"Rathke Cleft Cysts"	"disease"
"12013"	"C0752251"	"Muscle Disease Manifestations"	"phenotype"
"12014"	"C0752252"	"Neuromuscular Manifestations"	"phenotype"
"12015"	"C0752255"	"Impairment, Light Touch Sensation"	"phenotype"
"12016"	"C0752256"	"Pain Sensation Diminished"	"phenotype"
"12017"	"C0752257"	"Pinprick Sensation Diminished"	"phenotype"
"12018"	"C0752258"	"Position Sense Disorders"	"phenotype"
"12019"	"C0752260"	"Proprioceptive Disorders"	"phenotype"
"12020"	"C0752261"	"Thermal Sensation Disorders"	"phenotype"
"12021"	"C0752262"	"Somatosensory Disorders"	"group"
"12022"	"C0752282"	"Congenital Structural Myopathy"	"disease"
"12023"	"C0752285"	"Hypersomnia, Post-Traumatic"	"disease"
"12024"	"C0752288"	"Adjustment Sleep Disorder"	"disease"
"12025"	"C0752289"	"Environmental Sleep Disorder"	"disease"
"12026"	"C0752291"	"Limit-Setting Sleep Disorder"	"disease"
"12027"	"C0752292"	"Nocturnal Eating-Drinking Syndrome"	"disease"
"12028"	"C0752293"	"Sleep Disorders, Extrinsic"	"disease"
"12029"	"C0752304"	"Hypoxic-Ischemic Encephalopathy"	"disease"
"12030"	"C0752305"	"Anoxic-Ischemic Encephalopathy"	"disease"
"12031"	"C0752306"	"Anoxia-Ischemia, Brain"	"disease"
"12032"	"C0752307"	"Anoxia-Ischemia, Cerebral"	"disease"
"12033"	"C0752308"	"Hypoxia-Ischemia, Brain"	"disease"
"12034"	"C0752323"	"Focal Clonic Seizures"	"disease"
"12035"	"C0752324"	"Focal Tonic Seizures"	"disease"
"12036"	"C0752332"	"Lupus Vasculitis, Central Nervous System"	"disease"
"12037"	"C0752334"	"Lupus Meningoencephalitis"	"disease"
"12038"	"C0752335"	"Neuropsychiatric Systemic Lupus Erythematosus"	"disease"
"12039"	"C0752347"	"Lewy Body Disease"	"disease"
"12040"	"C0752350"	"Embryo Death"	"phenotype"
"12041"	"C0752351"	"Embryo Loss"	"phenotype"
"12042"	"C0752353"	"Atrophy, Muscular, Spinobulbar"	"disease"
"12043"	"C0752355"	"Myotonia Fluctuans (disorder)"	"disease"
"12044"	"C0795687"	"Cerebral arterial thrombosis"	"disease"
"12045"	"C0795688"	"Subarachnoid Hemorrhage, Intracranial"	"phenotype"
"12046"	"C0795690"	"Congenital omphalocele"	"disease"
"12047"	"C0795691"	"HEART PROBLEM"	"phenotype"
"12048"	"C0795692"	"Hyperlactatemia"	"disease"
"12049"	"C0795693"	"Skeletal malformation"	"disease"
"12050"	"C0795796"	"Chromosome 1, monosomy 1p"	"disease"
"12051"	"C0795801"	"trisomy 2"	"disease"
"12052"	"C0795803"	"Chromosome 2, trisomy 2p"	"disease"
"12053"	"C0795805"	"Chromosome 2, trisomy 2q"	"disease"
"12054"	"C0795806"	"Chromosome 3, monosomy 3p"	"disease"
"12055"	"C0795809"	"Chromosome 3, trisomy 3q"	"disease"
"12056"	"C0795812"	"Chromosome 4, trisomy 4q"	"disease"
"12057"	"C0795813"	"Tetrasomy 5p"	"disease"
"12058"	"C0795816"	"Chromosome 6, monosomy 6q"	"disease"
"12059"	"C0795818"	"Chromosome 7 ring syndrome"	"disease"
"12060"	"C0795820"	"Chromosome 7, trisomy 7p"	"disease"
"12061"	"C0795821"	"Chromosome 7, trisomy 7q"	"disease"
"12062"	"C0795822"	"Recombinant chromosome 8 syndrome"	"disease"
"12063"	"C0795824"	"Chromosome 8, monosomy 8p"	"disease"
"12064"	"C0795825"	"Chromosome 8, trisomy 8p"	"disease"
"12065"	"C0795829"	"Chromosome 8, trisomy 8q"	"disease"
"12066"	"C0795830"	"CHROMOSOME 9p DELETION SYNDROME"	"disease"
"12067"	"C0795832"	"Chromosome 9, tetrasomy 9p"	"disease"
"12068"	"C0795833"	"KLEEFSTRA SYNDROME 1"	"disease"
"12069"	"C0795836"	"Chromosome 10, monosomy 10p"	"disease"
"12070"	"C0795839"	"Chromosome 10, monosomy 10q"	"disease"
"12071"	"C0795841"	"Jacobsen Distal 11q Deletion Syndrome"	"disease"
"12072"	"C0795842"	"chromosome 11q duplication syndrome"	"disease"
"12073"	"C0795843"	"Chromosome 12 ring"	"disease"
"12074"	"C0795845"	"Chromosome 12, 12p trisomy"	"disease"
"12075"	"C0795846"	"Chromosome 12, trisomy 12q"	"disease"
"12076"	"C0795855"	"Ring chromosome 15 syndrome"	"disease"
"12077"	"C0795856"	"Trisomy 15"	"disease"
"12078"	"C0795858"	"Chromosome 15q, trisomy"	"disease"
"12079"	"C0795859"	"Chromosome 15q, tetrasomy"	"disease"
"12080"	"C0795864"	"Smith-Magenis syndrome"	"disease"
"12081"	"C0795865"	"Chromosome 17, trisomy 17p"	"disease"
"12082"	"C0795868"	"Chromosome 18, tetrasomy 18p"	"disease"
"12083"	"C0795875"	"Chromosome 21 monosomy"	"disease"
"12084"	"C0795878"	"Monosomy 22"	"disease"
"12085"	"C0795887"	"Complex Glycerol Kinase Deficiency"	"disease"
"12086"	"C0795888"	"AUTISM, SUSCEPTIBILITY TO, X-LINKED 4"	"disease"
"12087"	"C0795889"	"Allan-Herndon-Dudley syndrome (AHDS)"	"disease"
"12088"	"C0795898"	"Cleft Palate-Lateral Synechia Syndrome"	"disease"
"12089"	"C0795902"	"Coloboma, cleft lip-palate and mental retardation syndrome"	"disease"
"12090"	"C0795905"	"Cantu syndrome"	"disease"
"12091"	"C0795907"	"CONOTRUNCAL ANOMALY FACE SYNDROME"	"disease"
"12092"	"C0795910"	"COWCHOCK SYNDROME"	"disease"
"12093"	"C0795915"	"Winter Shortland Temple syndrome"	"disease"
"12094"	"C0795917"	"Alpha-Thalassemia Mental Retardation Syndrome, Deletion-Type"	"disease"
"12095"	"C0795927"	"Deafness, congenital onychodystrophy, recessive form"	"phenotype"
"12096"	"C0795932"	"fontaine syndrome"	"disease"
"12097"	"C0795934"	"Digitorenocerebral Syndrome"	"disease"
"12098"	"C0795939"	"AMINOPTERIN SYNDROME SINE AMINOPTERIN"	"disease"
"12099"	"C0795940"	"Filippi syndrome"	"disease"
"12100"	"C0795949"	"Galloway Mowat syndrome"	"disease"
"12101"	"C0795950"	"Corpus callosum agenesis neuronopathy"	"disease"
"12102"	"C0795953"	"MASA SYNDROME (disorder)"	"disease"
"12103"	"C0795956"	"Chylomicron retention disease"	"disease"
"12104"	"C0795974"	"Hereditary macular epidermolysis bullosa"	"disease"
"12105"	"C0795996"	"STRIATONIGRAL DEGENERATION, INFANTILE (disorder)"	"disease"
"12106"	"C0795998"	"JACKSON-WEISS SYNDROME"	"disease"
"12107"	"C0796000"	"Multiple non-ossifying fibromatosis"	"disease"
"12108"	"C0796002"	"Johnson neuroectodermal syndrome"	"disease"
"12109"	"C0796003"	"Juberg-Marsidi syndrome"	"disease"
"12110"	"C0796004"	"Kabuki make-up syndrome"	"disease"
"12111"	"C0796012"	"Krause-Kivlin syndrome"	"disease"
"12112"	"C0796013"	"Zimmerman Laband syndrome"	"disease"
"12113"	"C0796016"	"Microphthalmia, syndromic 1"	"disease"
"12114"	"C0796019"	"SPASTIC PARAPLEGIA 23 (disorder)"	"disease"
"12115"	"C0796021"	"Lowry Wood syndrome"	"disease"
"12116"	"C0796022"	"Lujan Fryns syndrome"	"disease"
"12117"	"C0796028"	"ATAXIA, FATAL X-LINKED, WITH DEAFNESS AND LOSS OF VISION"	"disease"
"12118"	"C0796031"	"Malouf syndrome"	"disease"
"12119"	"C0796032"	"Malpuech facial clefting syndrome"	"disease"
"12120"	"C0796033"	"MARDEN-WALKER SYNDROME"	"disease"
"12121"	"C0796036"	"Marinesco-Sjogren-like syndrome (MSLS)"	"disease"
"12122"	"C0796037"	"Martsolf syndrome"	"disease"
"12123"	"C0796046"	"Gurrieri Sammito Bellussi syndrome"	"disease"
"12124"	"C0796055"	"Mercaptolactate-Cysteine Disulfiduria"	"disease"
"12125"	"C0796059"	"Oculopalatoskeletal syndrome"	"disease"
"12126"	"C0796063"	"microcephaly-digital anomalies syndrome"	"disease"
"12127"	"C0796068"	"Oculodigitoesophagoduodenal syndrome"	"disease"
"12128"	"C0796070"	"MICROPHTHALMIA, SYNDROMIC 7"	"disease"
"12129"	"C0796074"	"MOHR-TRANEBJAERG SYNDROME"	"disease"
"12130"	"C0796081"	"Myhre syndrome"	"disease"
"12131"	"C0796083"	"Najjar syndrome"	"disease"
"12132"	"C0796085"	"Nance-Horan syndrome"	"disease"
"12133"	"C0796089"	"LISSENCEPHALY SYNDROME, NORMAN-ROBERTS TYPE"	"disease"
"12134"	"C0796093"	"Odontoonychodermal dysplasia"	"disease"
"12135"	"C0796094"	"Blepharophimosis syndrome Ohdo type"	"disease"
"12136"	"C0796095"	"Opitz trigonocephaly syndrome"	"disease"
"12137"	"C0796102"	"Orofaciodigital syndrome 9"	"disease"
"12138"	"C0796113"	"Nephroblastomatosis, fetal ascites, macrosomia and Wilms tumor"	"disease"
"12139"	"C0796117"	"Pitt-Rogers-Danks Syndrome"	"disease"
"12140"	"C0796121"	"Primrose syndrome"	"disease"
"12141"	"C0796124"	"Proud Syndrome"	"disease"
"12142"	"C0796126"	"AICARDI-GOUTIERES SYNDROME 1"	"disease"
"12143"	"C0796133"	"Ramon Syndrome"	"disease"
"12144"	"C0796135"	"Renpenning syndrome 1"	"disease"
"12145"	"C0796137"	"3C syndrome"	"disease"
"12146"	"C0796147"	"Acrocallosal Syndrome"	"disease"
"12147"	"C0796149"	"Scott Syndrome"	"disease"
"12148"	"C0796154"	"SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1"	"disease"
"12149"	"C0796159"	"Mental retardation Smith Fineman Myers type"	"disease"
"12150"	"C0796160"	"MENTAL RETARDATION, X-LINKED, SNYDER-ROBINSON TYPE"	"disease"
"12151"	"C0796173"	"Spondyloperipheral dysplasia short ulna"	"disease"
"12152"	"C0796176"	"STUVE-WIEDEMANN SYNDROME"	"disease"
"12153"	"C0796179"	"Teebi syndrome"	"disease"
"12154"	"C0796182"	"Acromelic frontonasal dysplasia"	"disease"
"12155"	"C0796184"	"Corpus Callosum, Agenesis of, with Facial Anomalies and Robin Sequence"	"disease"
"12156"	"C0796195"	"Waisman syndrome"	"disease"
"12157"	"C0796200"	"Wieacker-Wolff syndrome"	"disease"
"12158"	"C0796202"	"Wittwer syndrome"	"disease"
"12159"	"C0796205"	"SPINOCEREBELLAR ATAXIA, X-LINKED 1"	"disease"
"12160"	"C0796206"	"Atkin syndrome"	"disease"
"12161"	"C0796207"	"MENTAL RETARDATION, X-LINKED 2 (disorder)"	"disease"
"12162"	"C0796208"	"MENTAL RETARDATION, X-LINKED 3"	"disease"
"12163"	"C0796215"	"Mental Retardation, X-Linked 9"	"disease"
"12164"	"C0796218"	"MENTAL RETARDATION, X-LINKED 12"	"disease"
"12165"	"C0796220"	"MENTAL RETARDATION, X-LINKED 14"	"disease"
"12166"	"C0796221"	"MENTAL RETARDATION, X-LINKED 15"	"disease"
"12167"	"C0796224"	"MENTAL RETARDATION, X-LINKED 18"	"disease"
"12168"	"C0796225"	"Mental Retardation, X-Linked 19"	"disease"
"12169"	"C0796226"	"MENTAL RETARDATION, X-LINKED 20"	"disease"
"12170"	"C0796229"	"MENTAL RETARDATION, X-LINKED 23"	"disease"
"12171"	"C0796232"	"Bohring syndrome"	"disease"
"12172"	"C0796237"	"Mental Retardation, X-Linked 30"	"disease"
"12173"	"C0796238"	"MENTAL RETARDATION, X-LINKED 31"	"disease"
"12174"	"C0796241"	"MENTAL RETARDATION, X-LINKED 34 (disorder)"	"disease"
"12175"	"C0796242"	"MENTAL RETARDATION, X-LINKED 35"	"disease"
"12176"	"C0796244"	"MENTAL RETARDATION, X-LINKED, WITH OR WITHOUT SEIZURES, ARX-RELATED (disorder)"	"disease"
"12177"	"C0796249"	"Mental Retardation, X-Linked 47"	"disease"
"12178"	"C0796250"	"PARTINGTON X-LINKED MENTAL RETARDATION SYNDROME"	"disease"
"12179"	"C0796254"	"DANDY-WALKER MALFORMATION WITH MENTAL RETARDATION, BASAL GANGLIA DISEASE, AND SEIZURES"	"disease"
"12180"	"C0796274"	"Brown-Vialetto-Van Laere Syndrome 1"	"disease"
"12181"	"C0796275"	"Brunner Syndrome"	"disease"
"12182"	"C0796279"	"Carnevale syndrome"	"disease"
"12183"	"C0796280"	"Acromegaloid facial appearance syndrome"	"disease"
"12184"	"C0796418"	"Visual Pathway Glioma"	"disease"
"12185"	"C0796466"	"Refractory cytopenia with multilineage dysplasia"	"disease"
"12186"	"C0796563"	"Localized Malignant Neoplasm"	"phenotype"
"12187"	"C0796611"	"Newly Diagnosed Childhood Ependymoma"	"disease"
"12188"	"C0796612"	"recurrent childhood ependymoma"	"disease"
"12189"	"C0796663"	"Childhood Testicular Germ Cell Tumor"	"disease"
"12190"	"C0796664"	"Childhood Ovarian Germ Cell Tumor"	"disease"
"12191"	"C0809935"	"Chromosome 18, trisomy 18q"	"disease"
"12192"	"C0809936"	"Branchio-skeleto-genital syndrome"	"disease"
"12193"	"C0809983"	"Schizophrenia and related disorders"	"group"
"12194"	"C0810006"	"Acute cerebrovascular disease"	"disease"
"12195"	"C0810031"	"alcohol-related liver disease"	"disease"
"12196"	"C0810032"	"Pancreatic disorders (not diabetes)"	"group"
"12197"	"C0810320"	"Cystitis and urethritis"	"disease"
"12198"	"C0810330"	"preeclampsia and eclampsia"	"disease"
"12199"	"C0810363"	"Cleft palate without cleft lip"	"disease"
"12200"	"C0810364"	"Cleft Lip with or without Cleft Palate"	"disease"
"12201"	"C0812413"	"Malignant Pleural Mesothelioma"	"disease"
"12202"	"C0812426"	"Kidney problem"	"phenotype"
"12203"	"C0812435"	"Chromosome 11p deletion syndrome"	"disease"
"12204"	"C0812437"	"Oculo-dento-digital syndrome"	"disease"
"12205"	"C0813142"	"Circadian Rhythm Disorders"	"disease"
"12206"	"C0813147"	"Stage I Endometrial Carcinoma"	"disease"
"12207"	"C0813148"	"Metastatic Endometrial Carcinoma"	"disease"
"12208"	"C0813217"	"Expressionless face"	"phenotype"
"12209"	"C0813230"	"Serum triglycerides increased"	"phenotype"
"12210"	"C0814136"	"respiratory system cancer"	"disease"
"12211"	"C0814138"	"upper GI cancer"	"disease"
"12212"	"C0814144"	"endocrine system cancer"	"group"
"12213"	"C0814152"	"Viral hepatitis, type G"	"disease"
"12214"	"C0814154"	"Alcohol Related Neurodevelopmental Disorder"	"disease"
"12215"	"C0814161"	"impaired motor coordination"	"phenotype"
"12216"	"C0815107"	"psychological distress"	"disease"
"12217"	"C0815120"	"liver scarring"	"disease"
"12218"	"C0815123"	"neurobehavioral problems"	"disease"
"12219"	"C0836924"	"Thrombocytosis"	"disease"
"12220"	"C0836971"	"Acute promyelocytic leukemia, in remission"	"disease"
"12221"	"C0840564"	"Rupture of bladder"	"disease"
"12222"	"C0846967"	"Acanthoma"	"disease"
"12223"	"C0847014"	"fever with rash"	"phenotype"
"12224"	"C0847092"	"Blood autoimmune disorders"	"group"
"12225"	"C0847226"	"Viral keratitis"	"disease"
"12226"	"C0847415"	"facet joint degeneration"	"disease"
"12227"	"C0847614"	"Nasal allergies"	"phenotype"
"12228"	"C0848027"	"internal lesion"	"disease"
"12229"	"C0848034"	"Low IQ"	"phenotype"
"12230"	"C0848080"	"Nausea in pregnancy"	"phenotype"
"12231"	"C0848200"	"Afterbirth pain"	"phenotype"
"12232"	"C0848232"	"Nocturnal polyuria"	"phenotype"
"12233"	"C0848255"	"female puberty"	"phenotype"
"12234"	"C0848257"	"Schizophrenic psychoses"	"disease"
"12235"	"C0848259"	"male puberty"	"phenotype"
"12236"	"C0848332"	"Spots on skin"	"phenotype"
"12237"	"C0848538"	"fluid retention in lung"	"phenotype"
"12238"	"C0848548"	"hypertensive nephropathy"	"disease"
"12239"	"C0848558"	"Hypospadias"	"disease"
"12240"	"C0848598"	"Nerve root irritation"	"phenotype"
"12241"	"C0848633"	"Sinus pressure"	"phenotype"
"12242"	"C0848676"	"Subfertility, Male"	"phenotype"
"12243"	"C0848724"	"circulation problem"	"phenotype"
"12244"	"C0848765"	"Hearing disability"	"disease"
"12245"	"C0848771"	"neurological disability"	"phenotype"
"12246"	"C0848816"	"musculoskeletal infection"	"disease"
"12247"	"C0848860"	"endocrine carcinoma"	"disease"
"12248"	"C0849640"	"skin damage"	"phenotype"
"12249"	"C0849668"	"peri-menopausal"	"phenotype"
"12250"	"C0849748"	"caruncle"	"disease"
"12251"	"C0849759"	"charmed"	"phenotype"
"12252"	"C0849784"	"Bacterial diarrhoea"	"disease"
"12253"	"C0849799"	"abnormal taste"	"phenotype"
"12254"	"C0849850"	"Skin blotches"	"phenotype"
"12255"	"C0849888"	"psychological disturbance"	"disease"
"12256"	"C0849925"	"Ventricular failure"	"disease"
"12257"	"C0849963"	"Feeling nervous"	"phenotype"
"12258"	"C0850024"	"Gluten sensitivity"	"disease"
"12259"	"C0850034"	"Neurological infection"	"disease"
"12260"	"C0850149"	"Dry cough"	"phenotype"
"12261"	"C0850572"	"Adenomatous polyp of colon"	"disease"
"12262"	"C0850629"	"radiating back pain"	"phenotype"
"12263"	"C0850639"	"premalignant lesion"	"phenotype"
"12264"	"C0850666"	"Infection caused by Helicobacter pylori"	"disease"
"12265"	"C0850671"	"Non-diabetic hyperglycemia"	"disease"
"12266"	"C0850672"	"hereditary anemia"	"disease"
"12267"	"C0850673"	"congenital metabolic disorder"	"disease"
"12268"	"C0850703"	"Frequent falls"	"phenotype"
"12269"	"C0850705"	"Adult Acquired Toxoplasmosis"	"disease"
"12270"	"C0850715"	"Abnormality of blood and blood-forming tissues"	"disease"
"12271"	"C0850741"	"Smoker's lung"	"disease"
"12272"	"C0850758"	"Pelvic pain female"	"phenotype"
"12273"	"C0850760"	"cardiovascular problem"	"phenotype"
"12274"	"C0850826"	"Localized skin lesion"	"phenotype"
"12275"	"C0850918"	"Degeneration of spine"	"disease"
"12276"	"C0851121"	"digestive problem"	"phenotype"
"12277"	"C0851135"	"In situ cancer"	"phenotype"
"12278"	"C0851139"	"Malignant neoplasm of larnyx stage IV"	"disease"
"12279"	"C0851140"	"Carcinoma in situ of uterine cervix"	"disease"
"12280"	"C0851162"	"Infections of musculoskeletal system"	"group"
"12281"	"C0851256"	"Pseudocoarctation"	"disease"
"12282"	"C0851265"	"Learning problems"	"disease"
"12283"	"C0851302"	"Hypoglycemic shock"	"disease"
"12284"	"C0851358"	"Metabolism and nutrition disorders"	"group"
"12285"	"C0851362"	"General disorders and administration site conditions"	"disease"
"12286"	"C0851406"	"Anxiety disorders and symptoms"	"group"
"12287"	"C0851409"	"Glaucoma and ocular hypertension"	"disease"
"12288"	"C0851445"	"Haematopoietic neoplasms (excl leukaemias and lymphomas)"	"disease"
"12289"	"C0851535"	"Prostatic disorders (excl infections and inflammations)"	"disease"
"12290"	"C0851578"	"Sleep Disorders"	"group"
"12291"	"C0851734"	"Hepatic metabolic disorders"	"group"
"12292"	"C0851881"	"Enterococcal infection"	"disease"
"12293"	"C0851882"	"Infection caused by Francisella"	"disease"
"12294"	"C0851883"	"Neisseria infection"	"disease"
"12295"	"C0851886"	"Pneumocystis Infections"	"group"
"12296"	"C0851887"	"Adenoviral infections"	"group"
"12297"	"C0851891"	"Influenza viral infections"	"disease"
"12298"	"C0851971"	"Gastrointestinal vascular malformation"	"disease"
"12299"	"C0851980"	"Peritoneal Infection"	"group"
"12300"	"C0851989"	"Bone and joint infections"	"group"
"12301"	"C0852036"	"Pregnancy associated hypertension"	"phenotype"
"12302"	"C0852077"	"Blood Coagulation Disorders, Inherited"	"group"
"12303"	"C0852085"	"Congenital connective tissue disorder"	"group"
"12304"	"C0852110"	"Lower respiratory tract infection viral"	"group"
"12305"	"C0852188"	"Necrosis NEC"	"disease"
"12306"	"C0852262"	"Placental abnormalities (excl neoplasms)"	"disease"
"12307"	"C0852283"	"Respiratory Distress Syndrome"	"disease"
"12308"	"C0852312"	"Gender disorders"	"group"
"12309"	"C0852336"	"Immune Hemolytic Anemia"	"disease"
"12310"	"C0852384"	"Visual impairment and blindness (excl colour blindness)"	"phenotype"
"12311"	"C0852413"	"Abnormal muscle tone"	"phenotype"
"12312"	"C0852418"	"Speech and language abnormalities"	"phenotype"
"12313"	"C0852451"	"Extranodal marginal zone B-cell lymphomas (low grade B-cell)"	"disease"
"12314"	"C0852519"	"Benign chondrogenic neoplasm"	"disease"
"12315"	"C0852654"	"21-hydroxylase deficiency"	"disease"
"12316"	"C0852667"	"Vulval cancer metastatic"	"disease"
"12317"	"C0852689"	"Congenital rubella infection"	"disease"
"12318"	"C0852698"	"17,20-desmolase deficiency"	"disease"
"12319"	"C0852709"	"Leukemic Phase of Non-Hodgkin's Lymphoma"	"disease"
"12320"	"C0852711"	"Sickle Cell Dactylitis"	"disease"
"12321"	"C0852733"	"Completed Suicide"	"phenotype"
"12322"	"C0852862"	"Perinatal brain damage"	"disease"
"12323"	"C0852866"	"Cervical cord compression"	"phenotype"
"12324"	"C0852879"	"Pulmonary Alveolar Hemorrhage"	"disease"
"12325"	"C0852920"	"Colitis aggravated"	"disease"
"12326"	"C0852949"	"Arteriopathic disease"	"group"
"12327"	"C0852950"	"Atherosclerosis obliterans"	"disease"
"12328"	"C0852973"	"Ventricular hypoplasia"	"disease"
"12329"	"C0852975"	"Congenital cerebellar ataxia"	"disease"
"12330"	"C0852996"	"Progressive cerebellar degeneration"	"disease"
"12331"	"C0853068"	"Decreased glomerular filtration rate"	"phenotype"
"12332"	"C0853070"	"Uterine ischaemia"	"disease"
"12333"	"C0853085"	"Decreased LDL cholesterol concentration"	"phenotype"
"12334"	"C0853087"	"Nail abnormality"	"phenotype"
"12335"	"C0853104"	"Renal tubular atrophy"	"disease"
"12336"	"C0853105"	"Penis carcinoma"	"disease"
"12337"	"C0853111"	"Late onset hypogammaglobulinemia"	"disease"
"12338"	"C0853112"	"Chronic infection with HIV"	"disease"
"12339"	"C0853193"	"Bipolar I disorder"	"disease"
"12340"	"C0853240"	"Mobius II syndrome"	"disease"
"12341"	"C0853241"	"Exacerbation of anxiety"	"phenotype"
"12342"	"C0853277"	"Pseudo-Bartter syndrome"	"disease"
"12343"	"C0853398"	"Endocarditis enterococcal"	"disease"
"12344"	"C0853602"	"Immunodeficiency congenital"	"disease"
"12345"	"C0853619"	"Localized swelling"	"phenotype"
"12346"	"C0853655"	"Abnormal mean corpuscular volume"	"phenotype"
"12347"	"C0853662"	"Oestrogen deficiency"	"disease"
"12348"	"C0853684"	"Kidney infection acute"	"disease"
"12349"	"C0853689"	"Secondary hyperlipidemia"	"phenotype"
"12350"	"C0853697"	"Neutrophil count decreased"	"phenotype"
"12351"	"C0853806"	"Solvent sensitivity"	"disease"
"12352"	"C0853856"	"Staphylococcal abscess"	"disease"
"12353"	"C0853877"	"Fistula of genitourinary tract"	"disease"
"12354"	"C0853879"	"Invasive carcinoma of breast"	"disease"
"12355"	"C0853888"	"Hypocomplementaemia"	"disease"
"12356"	"C0853892"	"Catabolic state"	"phenotype"
"12357"	"C0853897"	"Diabetic Cardiomyopathies"	"disease"
"12358"	"C0853945"	"Oral mucosal blisters"	"phenotype"
"12359"	"C0853946"	"Pain worsened"	"phenotype"
"12360"	"C0853954"	"Corneal calcification"	"phenotype"
"12361"	"C0853972"	"Inflammatory carcinoma of breast stage IV"	"disease"
"12362"	"C0854021"	"Abnormal visual field test"	"phenotype"
"12363"	"C0854051"	"Allergy to sting"	"disease"
"12364"	"C0854060"	"Increased total iron binding capacity"	"phenotype"
"12365"	"C0854069"	"Tumor pain"	"phenotype"
"12366"	"C0854076"	"Distal ileal obstruction syndrome"	"disease"
"12367"	"C0854077"	"Diabetic retinal oedema"	"disease"
